filter_path,filter_components,s4_pos,frequency_mhz,transimpedance_ohm,normalized_db,inside_manual_range
15 m,C89-7 / C89-10,4,12.4255,809.543875,-0.062248154,yes
15 m,C89-7 / C89-10,4,12.427125,809.648257,-0.061128272,yes
15 m,C89-7 / C89-10,4,12.42875,809.753629,-0.0599979122,yes
15 m,C89-7 / C89-10,4,12.430375,809.859993,-0.0588570712,yes
15 m,C89-7 / C89-10,4,12.432,809.967348,-0.0577057456,yes
15 m,C89-7 / C89-10,4,12.433625,810.075695,-0.056543932,yes
15 m,C89-7 / C89-10,4,12.43525,810.185036,-0.0553716269,yes
15 m,C89-7 / C89-10,4,12.436875,810.29537,-0.0541888269,yes
15 m,C89-7 / C89-10,4,12.4385,810.406699,-0.0529955284,yes
15 m,C89-7 / C89-10,4,12.440125,810.519023,-0.051791728,yes
15 m,C89-7 / C89-10,4,12.44175,810.632343,-0.0505774219,yes
15 m,C89-7 / C89-10,4,12.443375,810.74666,-0.0493526067,yes
15 m,C89-7 / C89-10,4,12.445,810.861975,-0.0481172786,yes
15 m,C89-7 / C89-10,4,12.446625,810.978288,-0.046871434,yes
15 m,C89-7 / C89-10,4,12.44825,811.0956,-0.0456150691,yes
15 m,C89-7 / C89-10,4,12.449875,811.213911,-0.0443481802,yes
15 m,C89-7 / C89-10,4,12.4515,811.333224,-0.0430707636,yes
15 m,C89-7 / C89-10,4,12.453125,811.453538,-0.0417828153,yes
15 m,C89-7 / C89-10,4,12.45475,811.574854,-0.0404843317,yes
15 m,C89-7 / C89-10,4,12.456375,811.697173,-0.0391753087,yes
15 m,C89-7 / C89-10,4,12.458,811.820496,-0.0378557425,yes
15 m,C89-7 / C89-10,4,12.459625,811.944823,-0.0365256291,yes
15 m,C89-7 / C89-10,4,12.46125,812.070157,-0.0351849646,yes
15 m,C89-7 / C89-10,4,12.462875,812.196496,-0.0338337449,yes
15 m,C89-7 / C89-10,4,12.4645,812.323843,-0.032471966,yes
15 m,C89-7 / C89-10,4,12.466125,812.452197,-0.0310996238,yes
15 m,C89-7 / C89-10,4,12.46775,812.581561,-0.0297167143,yes
15 m,C89-7 / C89-10,4,12.469375,812.711934,-0.0283232331,yes
15 m,C89-7 / C89-10,4,12.471,812.843318,-0.0269191763,yes
15 m,C89-7 / C89-10,4,12.472625,812.975713,-0.0255045396,yes
15 m,C89-7 / C89-10,4,12.47425,813.109121,-0.0240793186,yes
15 m,C89-7 / C89-10,4,12.475875,813.243542,-0.0226435092,yes
15 m,C89-7 / C89-10,4,12.4775,813.378977,-0.0211971071,yes
15 m,C89-7 / C89-10,4,12.479125,813.515428,-0.0197401078,yes
15 m,C89-7 / C89-10,4,12.48075,813.652894,-0.018272507,yes
15 m,C89-7 / C89-10,4,12.482375,813.791377,-0.0167943004,yes
15 m,C89-7 / C89-10,4,12.484,813.930878,-0.0153054834,yes
15 m,C89-7 / C89-10,4,12.485625,814.071398,-0.0138060516,yes
15 m,C89-7 / C89-10,4,12.48725,814.212937,-0.0122960004,yes
15 m,C89-7 / C89-10,4,12.488875,814.355497,-0.0107753254,yes
15 m,C89-7 / C89-10,4,12.4905,814.499079,-0.00924402187,yes
15 m,C89-7 / C89-10,4,12.492125,814.643684,-0.00770208532,yes
15 m,C89-7 / C89-10,4,12.49375,814.789311,-0.00614951101,yes
15 m,C89-7 / C89-10,4,12.495375,814.935964,-0.00458629433,yes
15 m,C89-7 / C89-10,4,12.497,815.083642,-0.00301243051,yes
15 m,C89-7 / C89-10,4,12.498625,815.232346,-0.00142791485,yes
15 m,C89-7 / C89-10,4,12.50025,815.382078,0.000167257478,no
15 m,C89-7 / C89-10,4,12.501875,815.532839,0.00177309128,no
15 m,C89-7 / C89-10,4,12.5035,815.684629,0.00338959137,no
15 m,C89-7 / C89-10,4,12.505125,815.837449,0.00501676266,no
15 m,C89-7 / C89-10,4,12.50675,815.991302,0.00665461008,no
15 m,C89-7 / C89-10,4,12.508375,816.146186,0.00830313855,no
15 m,C89-7 / C89-10,4,12.51,816.302105,0.00996235308,no
15 m,C89-7 / C89-10,4,12.511625,816.459058,0.0116322587,no
15 m,C89-7 / C89-10,4,12.51325,816.617047,0.0133128604,no
15 m,C89-7 / C89-10,4,12.514875,816.776073,0.0150041633,no
15 m,C89-7 / C89-10,4,12.5165,816.936137,0.0167061726,no
15 m,C89-7 / C89-10,4,12.518125,817.09724,0.0184188934,no
15 m,C89-7 / C89-10,4,12.51975,817.259383,0.0201423309,no
15 m,C89-7 / C89-10,4,12.521375,817.422567,0.0218764902,no
15 m,C89-7 / C89-10,4,12.523,817.586793,0.0236213767,no
15 m,C89-7 / C89-10,4,12.524625,817.752063,0.0253769957,no
15 m,C89-7 / C89-10,4,12.52625,817.918378,0.0271433525,no
15 m,C89-7 / C89-10,4,12.527875,818.085738,0.0289204524,no
15 m,C89-7 / C89-10,4,12.5295,818.254145,0.0307083009,no
15 m,C89-7 / C89-10,4,12.531125,818.4236,0.0325069034,no
15 m,C89-7 / C89-10,4,12.53275,818.594104,0.0343162653,no
15 m,C89-7 / C89-10,4,12.534375,818.765658,0.0361363921,no
15 m,C89-7 / C89-10,4,12.536,818.938263,0.0379672894,no
15 m,C89-7 / C89-10,4,12.537625,819.111922,0.0398089628,no
15 m,C89-7 / C89-10,4,12.53925,819.286634,0.0416614178,no
15 m,C89-7 / C89-10,4,12.540875,819.462401,0.0435246601,no
15 m,C89-7 / C89-10,4,12.5425,819.639224,0.0453986954,no
15 m,C89-7 / C89-10,4,12.544125,819.817105,0.0472835294,no
15 m,C89-7 / C89-10,4,12.54575,819.996044,0.0491791678,no
15 m,C89-7 / C89-10,4,12.547375,820.176043,0.0510856163,no
15 m,C89-7 / C89-10,4,12.549,820.357103,0.053002881,no
15 m,C89-7 / C89-10,4,12.550625,820.539226,0.0549309674,no
15 m,C89-7 / C89-10,4,12.55225,820.722411,0.0568698816,no
15 m,C89-7 / C89-10,4,12.553875,820.906662,0.0588196294,no
15 m,C89-7 / C89-10,4,12.5555,821.091979,0.0607802169,no
15 m,C89-7 / C89-10,4,12.557125,821.278363,0.0627516499,no
15 m,C89-7 / C89-10,4,12.55875,821.465816,0.0647339346,no
15 m,C89-7 / C89-10,4,12.560375,821.654338,0.0667270769,no
15 m,C89-7 / C89-10,4,12.562,821.843932,0.0687310831,no
15 m,C89-7 / C89-10,4,12.563625,822.034598,0.0707459591,no
15 m,C89-7 / C89-10,4,12.56525,822.226338,0.0727717112,no
15 m,C89-7 / C89-10,4,12.566875,822.419153,0.0748083456,no
15 m,C89-7 / C89-10,4,12.5685,822.613045,0.0768558684,no
15 m,C89-7 / C89-10,4,12.570125,822.808014,0.0789142861,no
15 m,C89-7 / C89-10,4,12.57175,823.004063,0.0809836048,no
15 m,C89-7 / C89-10,4,12.573375,823.201191,0.083063831,no
15 m,C89-7 / C89-10,4,12.575,823.399402,0.0851549709,no
10 m,T1,5,18.7,1192.14809,0.386681764,no
10 m,T1,5,18.7065,1190.86205,0.377306762,no
10 m,T1,5,18.713,1189.58432,0.367982247,no
10 m,T1,5,18.7195,1188.31486,0.358708183,no
10 m,T1,5,18.726,1187.05364,0.349484536,no
10 m,T1,5,18.7325,1185.80064,0.340311268,no
10 m,T1,5,18.739,1184.55583,0.331188344,no
10 m,T1,5,18.7455,1183.31918,0.322115726,no
10 m,T1,5,18.752,1182.09066,0.313093377,no
10 m,T1,5,18.7585,1180.87025,0.304121259,no
10 m,T1,5,18.765,1179.65791,0.295199334,no
10 m,T1,5,18.7715,1178.45362,0.286327563,no
10 m,T1,5,18.778,1177.25736,0.277505908,no
10 m,T1,5,18.7845,1176.06908,0.268734329,no
10 m,T1,5,18.791,1174.88878,0.260012787,no
10 m,T1,5,18.7975,1173.71642,0.251341242,no
10 m,T1,5,18.804,1172.55197,0.242719653,no
10 m,T1,5,18.8105,1171.39541,0.234147981,no
10 m,T1,5,18.817,1170.2467,0.225626183,no
10 m,T1,5,18.8235,1169.10584,0.217154221,no
10 m,T1,5,18.83,1167.97278,0.208732052,no
10 m,T1,5,18.8365,1166.8475,0.200359634,no
10 m,T1,5,18.843,1165.72997,0.192036926,no
10 m,T1,5,18.8495,1164.62018,0.183763887,no
10 m,T1,5,18.856,1163.51809,0.175540474,no
10 m,T1,5,18.8625,1162.42368,0.167366645,no
10 m,T1,5,18.869,1161.33693,0.159242357,no
10 m,T1,5,18.8755,1160.2578,0.151167568,no
10 m,T1,5,18.882,1159.18627,0.143142236,no
10 m,T1,5,18.8885,1158.12232,0.135166316,no
10 m,T1,5,18.895,1157.06593,0.127239767,no
10 m,T1,5,18.9015,1156.01706,0.119362545,no
10 m,T1,5,18.908,1154.9757,0.111534607,no
10 m,T1,5,18.9145,1153.94182,0.103755909,no
10 m,T1,5,18.921,1152.91539,0.0960264089,no
10 m,T1,5,18.9275,1151.8964,0.0883460622,no
10 m,T1,5,18.934,1150.88481,0.0807148257,no
10 m,T1,5,18.9405,1149.88061,0.0731326557,no
10 m,T1,5,18.947,1148.88377,0.0655995086,no
10 m,T1,5,18.9535,1147.89426,0.0581153407,no
10 m,T1,5,18.96,1146.91207,0.0506801083,no
10 m,T1,5,18.9665,1145.93717,0.0432937677,no
10 m,T1,5,18.973,1144.96953,0.035956275,no
10 m,T1,5,18.9795,1144.00915,0.0286675865,no
10 m,T1,5,18.986,1143.05598,0.0214276585,no
10 m,T1,5,18.9925,1142.11001,0.0142364473,no
10 m,T1,5,18.999,1141.17123,0.00709390898,no
10 m,T1,5,19.0055,1140.23959,0,yes
10 m,T1,5,19.012,1139.31509,-0.00704532333,yes
10 m,T1,5,19.0185,1138.39771,-0.0140421046,yes
10 m,T1,5,19.025,1137.48741,-0.0209903875,yes
10 m,T1,5,19.0315,1136.58418,-0.0278902153,yes
10 m,T1,5,19.038,1135.688,-0.0347416317,yes
10 m,T1,5,19.0445,1134.79884,-0.0415446799,yes
10 m,T1,5,19.051,1133.91669,-0.0482994033,yes
10 m,T1,5,19.0575,1133.04152,-0.0550058451,yes
10 m,T1,5,19.064,1132.17332,-0.0616640483,yes
10 m,T1,5,19.0705,1131.31205,-0.068274056,yes
10 m,T1,5,19.077,1130.45771,-0.0748359111,yes
10 m,T1,5,19.0835,1129.61028,-0.0813496564,yes
10 m,T1,5,19.09,1128.76972,-0.0878153346,yes
10 m,T1,5,19.0965,1127.93603,-0.0942329882,yes
10 m,T1,5,19.103,1127.10917,-0.10060266,yes
10 m,T1,5,19.1095,1126.28914,-0.106924391,yes
10 m,T1,5,19.116,1125.47592,-0.113198225,yes
10 m,T1,5,19.1225,1124.66947,-0.119424204,yes
10 m,T1,5,19.129,1123.86979,-0.125602368,yes
10 m,T1,5,19.1355,1123.07686,-0.131732761,yes
10 m,T1,5,19.142,1122.29065,-0.137815423,yes
10 m,T1,5,19.1485,1121.51115,-0.143850395,yes
10 m,T1,5,19.155,1120.73835,-0.14983772,yes
10 m,T1,5,19.1615,1119.97221,-0.155777438,yes
10 m,T1,5,19.168,1119.21272,-0.16166959,yes
10 m,T1,5,19.1745,1118.45987,-0.167514216,yes
10 m,T1,5,19.181,1117.71364,-0.173311357,yes
10 m,T1,5,19.1875,1116.974,-0.179061053,yes
10 m,T1,5,19.194,1116.24095,-0.184763345,yes
10 m,T1,5,19.2005,1115.51446,-0.190418272,yes
10 m,T1,5,19.207,1114.79452,-0.196025874,yes
10 m,T1,5,19.2135,1114.0811,-0.20158619,yes
10 m,T1,5,19.22,1113.3742,-0.20709926,yes
10 m,T1,5,19.2265,1112.6738,-0.212565122,yes
10 m,T1,5,19.233,1111.97987,-0.217983815,yes
10 m,T1,5,19.2395,1111.29241,-0.223355379,yes
10 m,T1,5,19.246,1110.61139,-0.22867985,yes
10 m,T1,5,19.2525,1109.93681,-0.233957268,yes
10 m,T1,5,19.259,1109.26864,-0.239187669,yes
10 m,T1,5,19.2655,1108.60686,-0.244371093,yes
10 m,T1,5,19.272,1107.95147,-0.249507575,yes
10 m,T1,5,19.2785,1107.30245,-0.254597153,yes
10 m,T1,5,19.285,1106.65977,-0.259639865,yes
10 m,T1,5,19.2915,1106.02344,-0.264635746,yes
10 m,T1,5,19.298,1105.39342,-0.269584832,yes
10 m,T1,5,19.3045,1104.76971,-0.274487161,yes
10 m,T1,5,19.311,1104.15229,-0.279342767,yes
10 m,T1,5,19.3175,1103.54115,-0.284151686,yes
10 m,T1,5,19.324,1102.93627,-0.288913954,yes
10 m,T1,5,19.3305,1102.33764,-0.293629604,yes
10 m,T1,5,19.337,1101.74524,-0.298298673,yes
10 m,T1,5,19.3435,1101.15906,-0.302921195,yes
10 m,T1,5,19.35,1100.57909,-0.307497203,yes
10 m,T1,5,19.3565,1100.00531,-0.312026731,yes
10 m,T1,5,19.363,1099.4377,-0.316509813,yes
10 m,T1,5,19.3695,1098.87627,-0.320946482,yes
10 m,T1,5,19.376,1098.32098,-0.325336771,yes
10 m,T1,5,19.3825,1097.77183,-0.329680713,yes
10 m,T1,5,19.389,1097.2288,-0.33397834,yes
10 m,T1,5,19.3955,1096.69189,-0.338229684,yes
10 m,T1,5,19.402,1096.16108,-0.342434776,yes
10 m,T1,5,19.4085,1095.63636,-0.346593649,yes
10 m,T1,5,19.415,1095.11771,-0.350706333,yes
10 m,T1,5,19.4215,1094.60512,-0.354772859,yes
10 m,T1,5,19.428,1094.09858,-0.358793258,yes
10 m,T1,5,19.4345,1093.59808,-0.362767559,yes
10 m,T1,5,19.441,1093.10361,-0.366695793,yes
10 m,T1,5,19.4475,1092.61515,-0.370577989,yes
10 m,T1,5,19.454,1092.13269,-0.374414176,yes
10 m,T1,5,19.4605,1091.65623,-0.378204384,yes
10 m,T1,5,19.467,1091.18575,-0.38194864,yes
10 m,T1,5,19.4735,1090.72124,-0.385646972,yes
10 m,T1,5,19.48,1090.26268,-0.38929941,yes
10 m,T1,5,19.4865,1089.81007,-0.39290598,yes
10 m,T1,5,19.493,1089.36341,-0.396466709,yes
10 m,T1,5,19.4995,1088.92266,-0.399981624,yes
10 m,T1,5,19.506,1088.48784,-0.403450752,yes
10 m,T1,5,19.5125,1088.05891,-0.40687412,yes
10 m,T1,5,19.519,1087.63589,-0.410251752,yes
10 m,T1,5,19.5255,1087.21875,-0.413583674,yes
10 m,T1,5,19.532,1086.80749,-0.416869912,yes
10 m,T1,5,19.5385,1086.40209,-0.420110491,yes
10 m,T1,5,19.545,1086.00255,-0.423305433,yes
10 m,T1,5,19.5515,1085.60886,-0.426454765,yes
10 m,T1,5,19.558,1085.22101,-0.42955851,yes
10 m,T1,5,19.5645,1084.83898,-0.43261669,yes
10 m,T1,5,19.571,1084.46278,-0.435629329,yes
10 m,T1,5,19.5775,1084.09239,-0.43859645,yes
10 m,T1,5,19.584,1083.7278,-0.441518075,yes
10 m,T1,5,19.5905,1083.369,-0.444394226,yes
10 m,T1,5,19.597,1083.016,-0.447224924,yes
10 m,T1,5,19.6035,1082.66877,-0.450010192,yes
10 m,T1,5,19.61,1082.3273,-0.452750049,yes
10 m,T1,5,19.6165,1081.99161,-0.455444516,yes
10 m,T1,5,19.623,1081.66166,-0.458093613,yes
10 m,T1,5,19.6295,1081.33746,-0.46069736,yes
10 m,T1,5,19.636,1081.019,-0.463255777,yes
10 m,T1,5,19.6425,1080.70628,-0.465768883,yes
10 m,T1,5,19.649,1080.39927,-0.468236695,yes
10 m,T1,5,19.6555,1080.09798,-0.470659233,yes
10 m,T1,5,19.662,1079.80241,-0.473036514,yes
10 m,T1,5,19.6685,1079.51253,-0.475368557,yes
10 m,T1,5,19.675,1079.22836,-0.477655377,yes
10 m,T1,5,19.6815,1078.94987,-0.479896992,yes
10 m,T1,5,19.688,1078.67707,-0.482093418,yes
10 m,T1,5,19.6945,1078.40994,-0.484244672,yes
10 m,T1,5,19.701,1078.14849,-0.486350769,yes
10 m,T1,5,19.7075,1077.8927,-0.488411724,yes
10 m,T1,5,19.714,1077.64257,-0.490427552,yes
10 m,T1,5,19.7205,1077.3981,-0.492398267,yes
10 m,T1,5,19.727,1077.15927,-0.494323885,yes
10 m,T1,5,19.7335,1076.92609,-0.496204417,yes
10 m,T1,5,19.74,1076.69854,-0.498039879,yes
10 m,T1,5,19.7465,1076.47662,-0.499830282,yes
10 m,T1,5,19.753,1076.26034,-0.50157564,yes
10 m,T1,5,19.7595,1076.04967,-0.503275965,yes
10 m,T1,5,19.766,1075.84462,-0.504931268,yes
10 m,T1,5,19.7725,1075.64519,-0.50654156,yes
10 m,T1,5,19.779,1075.45136,-0.508106854,yes
10 m,T1,5,19.7855,1075.26314,-0.509627159,yes
10 m,T1,5,19.792,1075.08052,-0.511102485,yes
10 m,T1,5,19.7985,1074.9035,-0.512532843,yes
10 m,T1,5,19.805,1074.73206,-0.513918242,yes
10 m,T1,5,19.8115,1074.56622,-0.515258692,yes
10 m,T1,5,19.818,1074.40596,-0.516554199,yes
10 m,T1,5,19.8245,1074.25128,-0.517804774,yes
10 m,T1,5,19.831,1074.10218,-0.519010424,yes
10 m,T1,5,19.8375,1073.95865,-0.520171156,yes
10 m,T1,5,19.844,1073.82069,-0.521286978,yes
10 m,T1,5,19.8505,1073.6883,-0.522357896,yes
10 m,T1,5,19.857,1073.56148,-0.523383916,yes
10 m,T1,5,19.8635,1073.44022,-0.524365044,yes
10 m,T1,5,19.87,1073.32453,-0.525301287,yes
10 m,T1,5,19.8765,1073.21438,-0.526192648,yes
10 m,T1,5,19.883,1073.1098,-0.527039133,yes
10 m,T1,5,19.8895,1073.01077,-0.527840745,yes
10 m,T1,5,19.896,1072.91729,-0.528597489,yes
10 m,T1,5,19.9025,1072.82936,-0.529309369,yes
10 m,T1,5,19.909,1072.74697,-0.529976387,yes
10 m,T1,5,19.9155,1072.67014,-0.530598546,yes
10 m,T1,5,19.922,1072.59885,-0.531175848,yes
10 m,T1,5,19.9285,1072.5331,-0.531708295,yes
10 m,T1,5,19.935,1072.47289,-0.532195888,yes
10 m,T1,5,19.9415,1072.41822,-0.53263863,yes
10 m,T1,5,19.948,1072.3691,-0.533036519,yes
10 m,T1,5,19.9545,1072.32551,-0.533389558,yes
10 m,T1,5,19.961,1072.28747,-0.533697744,yes
10 m,T1,5,19.9675,1072.25496,-0.533961078,yes
10 m,T1,5,19.974,1072.22799,-0.534179559,yes
10 m,T1,5,19.9805,1072.20656,-0.534353186,yes
10 m,T1,5,19.987,1072.19066,-0.534481956,yes
10 m,T1,5,19.9935,1072.1803,-0.534565868,yes
10 m,T1,5,20,1072.17548,-0.534604918,yes
10 m,T1,5,20.0065,1072.1762,-0.534599104,yes
10 m,T1,5,20.013,1072.18245,-0.534548423,yes
10 m,T1,5,20.0195,1072.19425,-0.53445287,yes
10 m,T1,5,20.026,1072.21158,-0.534312441,yes
10 m,T1,5,20.0325,1072.23446,-0.534127132,yes
10 m,T1,5,20.039,1072.26288,-0.533896938,yes
10 m,T1,5,20.0455,1072.29684,-0.533621853,yes
10 m,T1,5,20.052,1072.33634,-0.53330187,yes
10 m,T1,5,20.0585,1072.38139,-0.532936985,yes
10 m,T1,5,20.065,1072.43198,-0.53252719,yes
10 m,T1,5,20.0715,1072.48813,-0.532072478,yes
10 m,T1,5,20.078,1072.54982,-0.531572841,yes
10 m,T1,5,20.0845,1072.61707,-0.531028272,yes
10 m,T1,5,20.091,1072.68987,-0.530438762,yes
10 m,T1,5,20.0975,1072.76823,-0.529804302,yes
10 m,T1,5,20.104,1072.85214,-0.529124883,yes
10 m,T1,5,20.1105,1072.94162,-0.528400496,yes
10 m,T1,5,20.117,1073.03666,-0.527631131,yes
10 m,T1,5,20.1235,1073.13727,-0.526816776,yes
10 m,T1,5,20.13,1073.24345,-0.525957422,yes
10 m,T1,5,20.1365,1073.3552,-0.525053056,yes
10 m,T1,5,20.143,1073.47253,-0.524103668,yes
10 m,T1,5,20.1495,1073.59543,-0.523109246,yes
10 m,T1,5,20.156,1073.72392,-0.522069775,yes
10 m,T1,5,20.1625,1073.858,-0.520985245,yes
10 m,T1,5,20.169,1073.99766,-0.519855641,yes
10 m,T1,5,20.1755,1074.14292,-0.518680949,yes
10 m,T1,5,20.182,1074.29378,-0.517461156,yes
10 m,T1,5,20.1885,1074.45023,-0.516196247,yes
10 m,T1,5,20.195,1074.6123,-0.514886206,yes
10 m,T1,5,20.2015,1074.77998,-0.513531019,yes
10 m,T1,5,20.208,1074.95327,-0.51213067,yes
10 m,T1,5,20.2145,1075.13218,-0.510685142,yes
10 m,T1,5,20.221,1075.31671,-0.509194418,yes
10 m,T1,5,20.2275,1075.50688,-0.507658483,yes
10 m,T1,5,20.234,1075.70268,-0.506077317,yes
10 m,T1,5,20.2405,1075.90412,-0.504450903,yes
10 m,T1,5,20.247,1076.11121,-0.502779224,yes
10 m,T1,5,20.2535,1076.32395,-0.501062259,yes
10 m,T1,5,20.26,1076.54235,-0.49929999,yes
10 m,T1,5,20.2665,1076.76641,-0.497492397,yes
10 m,T1,5,20.273,1076.99613,-0.495639461,yes
10 m,T1,5,20.2795,1077.23154,-0.493741161,yes
10 m,T1,5,20.286,1077.47262,-0.491797476,yes
10 m,T1,5,20.2925,1077.71939,-0.489808385,yes
10 m,T1,5,20.299,1077.97186,-0.487773865,yes
10 m,T1,5,20.3055,1078.23003,-0.485693896,yes
10 m,T1,5,20.312,1078.4939,-0.483568455,yes
10 m,T1,5,20.3185,1078.76349,-0.481397518,yes
10 m,T1,5,20.325,1079.03881,-0.479181063,yes
10 m,T1,5,20.3315,1079.31985,-0.476919065,yes
10 m,T1,5,20.338,1079.60663,-0.474611501,yes
10 m,T1,5,20.3445,1079.89915,-0.472258346,yes
10 m,T1,5,20.351,1080.19743,-0.469859575,yes
10 m,T1,5,20.3575,1080.50146,-0.467415162,yes
10 m,T1,5,20.364,1080.81127,-0.464925082,yes
10 m,T1,5,20.3705,1081.12685,-0.462389309,yes
10 m,T1,5,20.377,1081.44821,-0.459807816,yes
10 m,T1,5,20.3835,1081.77537,-0.457180575,yes
10 m,T1,5,20.39,1082.10833,-0.45450756,yes
10 m,T1,5,20.3965,1082.4471,-0.451788743,yes
10 m,T1,5,20.403,1082.79169,-0.449024095,yes
10 m,T1,5,20.4095,1083.1421,-0.446213587,yes
10 m,T1,5,20.416,1083.49836,-0.443357191,yes
10 m,T1,5,20.4225,1083.86046,-0.440454877,yes
10 m,T1,5,20.429,1084.22842,-0.437506614,yes
10 m,T1,5,20.4355,1084.60224,-0.434512374,yes
10 m,T1,5,20.442,1084.98194,-0.431472125,yes
10 m,T1,5,20.4485,1085.36753,-0.428385835,yes
10 m,T1,5,20.455,1085.75901,-0.425253473,yes
10 m,T1,5,20.4615,1086.1564,-0.422075008,yes
10 m,T1,5,20.468,1086.55971,-0.418850407,yes
10 m,T1,5,20.4745,1086.96894,-0.415579637,yes
10 m,T1,5,20.481,1087.38411,-0.412262665,yes
10 m,T1,5,20.4875,1087.80524,-0.408899457,yes
10 m,T1,5,20.494,1088.23232,-0.405489979,yes
10 m,T1,5,20.5005,1088.66537,-0.402034198,yes
10 m,T1,5,20.507,1089.1044,-0.398532077,yes
10 m,T1,5,20.5135,1089.54943,-0.394983583,yes
10 m,T1,5,20.52,1090.00047,-0.391388679,yes
10 m,T1,5,20.5265,1090.45752,-0.387747329,yes
10 m,T1,5,20.533,1090.9206,-0.384059497,yes
10 m,T1,5,20.5395,1091.38972,-0.380325145,yes
10 m,T1,5,20.546,1091.8649,-0.376544238,yes
10 m,T1,5,20.5525,1092.34615,-0.372716737,yes
10 m,T1,5,20.559,1092.83347,-0.368842604,yes
10 m,T1,5,20.5655,1093.32688,-0.364921801,yes
10 m,T1,5,20.572,1093.8264,-0.360954289,yes
10 m,T1,5,20.5785,1094.33204,-0.356940029,yes
10 m,T1,5,20.585,1094.84381,-0.35287898,yes
10 m,T1,5,20.5915,1095.36173,-0.348771104,yes
10 m,T1,5,20.598,1095.8858,-0.34461636,yes
10 m,T1,5,20.6045,1096.41604,-0.340414707,yes
10 m,T1,5,20.611,1096.95247,-0.336166104,yes
10 m,T1,5,20.6175,1097.49511,-0.331870509,yes
10 m,T1,5,20.624,1098.04395,-0.32752788,yes
10 m,T1,5,20.6305,1098.59902,-0.323138176,yes
10 m,T1,5,20.637,1099.16034,-0.318701353,yes
10 m,T1,5,20.6435,1099.72791,-0.314217368,yes
10 m,T1,5,20.65,1100.30176,-0.309686178,yes
10 m,T1,5,20.6565,1100.8819,-0.305107738,yes
10 m,T1,5,20.663,1101.46834,-0.300482006,yes
10 m,T1,5,20.6695,1102.06109,-0.295808935,yes
10 m,T1,5,20.676,1102.66018,-0.291088482,yes
10 m,T1,5,20.6825,1103.26563,-0.2863206,yes
10 m,T1,5,20.689,1103.87743,-0.281505244,yes
10 m,T1,5,20.6955,1104.49562,-0.276642368,yes
10 m,T1,5,20.702,1105.12021,-0.271731926,yes
10 m,T1,5,20.7085,1105.75121,-0.26677387,yes
10 m,T1,5,20.715,1106.38864,-0.261768153,yes
10 m,T1,5,20.7215,1107.03253,-0.256714728,yes
10 m,T1,5,20.728,1107.68287,-0.251613547,yes
10 m,T1,5,20.7345,1108.3397,-0.246464561,yes
10 m,T1,5,20.741,1109.00303,-0.241267722,yes
10 m,T1,5,20.7475,1109.67287,-0.23602298,yes
10 m,T1,5,20.754,1110.34925,-0.230730287,yes
10 m,T1,5,20.7605,1111.03218,-0.225389593,yes
10 m,T1,5,20.767,1111.72168,-0.220000847,yes
10 m,T1,5,20.7735,1112.41777,-0.214563998,yes
10 m,T1,5,20.78,1113.12047,-0.209078998,yes
10 m,T1,5,20.7865,1113.82979,-0.203545793,yes
10 m,T1,5,20.793,1114.54575,-0.197964333,yes
10 m,T1,5,20.7995,1115.26838,-0.192334566,yes
10 m,T1,5,20.806,1115.99769,-0.186656439,yes
10 m,T1,5,20.8125,1116.7337,-0.180929901,yes
10 m,T1,5,20.819,1117.47643,-0.175154898,yes
10 m,T1,5,20.8255,1118.2259,-0.169331377,yes
10 m,T1,5,20.832,1118.98214,-0.163459284,yes
10 m,T1,5,20.8385,1119.74515,-0.157538567,yes
10 m,T1,5,20.845,1120.51496,-0.15156917,yes
10 m,T1,5,20.8515,1121.29159,-0.145551039,yes
10 m,T1,5,20.858,1122.07506,-0.13948412,yes
10 m,T1,5,20.8645,1122.8654,-0.133368357,yes
10 m,T1,5,20.871,1123.66262,-0.127203695,yes
10 m,T1,5,20.8775,1124.46674,-0.120990079,yes
10 m,T1,5,20.884,1125.27778,-0.114727452,yes
10 m,T1,5,20.8905,1126.09578,-0.108415757,yes
10 m,T1,5,20.897,1126.92074,-0.102054939,yes
10 m,T1,5,20.9035,1127.75269,-0.0956449406,yes
10 m,T1,5,20.91,1128.59165,-0.0891857041,yes
10 m,T1,5,20.9165,1129.43764,-0.0826771724,yes
10 m,T1,5,20.923,1130.2907,-0.0761192877,yes
10 m,T1,5,20.9295,1131.15083,-0.0695119919,yes
10 m,T1,5,20.936,1132.01806,-0.0628552267,yes
10 m,T1,5,20.9425,1132.89242,-0.0561489334,yes
10 m,T1,5,20.949,1133.77393,-0.0493930533,yes
10 m,T1,5,20.9555,1134.6626,-0.0425875273,yes
10 m,T1,5,20.962,1135.55847,-0.0357322958,yes
10 m,T1,5,20.9685,1136.46156,-0.0288272993,yes
10 m,T1,5,20.975,1137.3719,-0.0218724779,yes
10 m,T1,5,20.9815,1138.2895,-0.0148677715,yes
10 m,T1,5,20.988,1139.21439,-0.00781311963,yes
10 m,T1,5,20.9945,1140.14659,-0.000708461732,yes
10 m,T1,5,21.001,1141.08614,0.00644626305,no
10 m,T1,5,21.0075,1142.03305,0.0136511158,no
10 m,T1,5,21.014,1142.98735,0.0209061578,no
10 m,T1,5,21.0205,1143.94907,0.0282114506,no
10 m,T1,5,21.027,1144.91823,0.0355670558,no
